"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"26.04.2023","1,1040","1,0972","1,1096","1,0967","","0,62%"
"25.04.2023","1,0972","1,1046","1,1068","1,0963","","-0,62%"
"24.04.2023","1,1041","1,0991","1,1051","1,0965","","0,49%"
"21.04.2023","1,0987","1,0970","1,0994","1,0938","","0,18%"
"20.04.2023","1,0967","1,0956","1,0991","1,0933","","0,12%"
"19.04.2023","1,0954","1,0972","1,0984","1,0917","","-0,15%"
"18.04.2023","1,0971","1,0924","1,0984","1,0921","","0,41%"
"17.04.2023","1,0926","1,0990","1,1000","1,0908","","-0,67%"
"14.04.2023","1,1000","1,1043","1,1077","1,0972","","-0,40%"
"13.04.2023","1,1044","1,0992","1,1069","1,0977","","0,50%"
"12.04.2023","1,0989","1,0913","1,1001","1,0911","","0,72%"
"11.04.2023","1,0910","1,0863","1,0928","1,0857","","0,47%"
"10.04.2023","1,0859","1,0901","1,0918","1,0831","","-0,35%"
"07.04.2023","1,0897","1,0923","1,0926","1,0876","","-0,21%"
"06.04.2023","1,0920","1,0903","1,0939","1,0884","","0,16%"
"05.04.2023","1,0903","1,0953","1,0970","1,0891","","-0,45%"
"04.04.2023","1,0952","1,0901","1,0974","1,0883","","0,52%"
"03.04.2023","1,0895","1,0847","1,0918","1,0788","","0,52%"
"31.03.2023","1,0839","1,0906","1,0927","1,0836","","-0,57%"
"30.03.2023","1,0901","1,0844","1,0927","1,0823","","0,53%"
"29.03.2023","1,0843","1,0844","1,0872","1,0817","","0,00%"
"28.03.2023","1,0843","1,0797","1,0849","1,0795","","0,44%"
"27.03.2023","1,0796","1,0767","1,0800","1,0745","","0,34%"
"24.03.2023","1,0759","1,0829","1,0840","1,0713","","-0,66%"
"23.03.2023","1,0830","1,0856","1,0931","1,0824","","-0,23%"
"22.03.2023","1,0855","1,0768","1,0913","1,0759","","0,82%"
"21.03.2023","1,0767","1,0721","1,0789","1,0704","","0,45%"
"20.03.2023","1,0719","1,0697","1,0732","1,0631","","0,50%"
